Entity,Code,Day,people_in_hospital
England,,2020-03-20,1580
England,,2020-03-21,2152
England,,2020-03-22,2670
England,,2020-03-23,3183
England,,2020-03-24,3598
England,,2020-03-25,4402
England,,2020-03-26,5226
England,,2020-03-27,6462
England,,2020-03-28,7269
England,,2020-03-29,8424
England,,2020-03-30,9852
England,,2020-03-31,11154
England,,2020-04-01,12059
England,,2020-04-02,12135
England,,2020-04-03,13635
England,,2020-04-04,15469
England,,2020-04-05,16657
England,,2020-04-06,17154
England,,2020-04-07,17814
England,,2020-04-08,18152
England,,2020-04-09,18423
England,,2020-04-10,18669
England,,2020-04-11,18604
England,,2020-04-12,18974
England,,2020-04-13,18621
England,,2020-04-14,18552
England,,2020-04-15,17934
England,,2020-04-16,17783
England,,2020-04-17,16728
England,,2020-04-18,16850
England,,2020-04-19,16928
England,,2020-04-20,16654
England,,2020-04-21,16517
England,,2020-04-22,16018
England,,2020-04-23,15402
England,,2020-04-24,14642
England,,2020-04-25,14202
England,,2020-04-26,14174
England,,2020-04-27,14255
England,,2020-04-28,13565
England,,2020-04-29,13224
England,,2020-04-30,12922
England,,2020-05-01,12623
England,,2020-05-02,12314
England,,2020-05-03,12119
England,,2020-05-04,12020
England,,2020-05-05,11754
England,,2020-05-06,11227
England,,2020-05-07,10726
England,,2020-05-08,10249
England,,2020-05-09,10176
England,,2020-05-10,9893
England,,2020-05-11,10109
England,,2020-05-12,9791
England,,2020-05-13,9602
England,,2020-05-14,9231
England,,2020-05-15,9079
England,,2020-05-16,8643
England,,2020-05-17,8611
England,,2020-05-18,8668
England,,2020-05-19,8518
England,,2020-05-20,8115
England,,2020-05-21,7903
England,,2020-05-22,7761
England,,2020-05-23,7428
England,,2020-05-24,7415
England,,2020-05-25,7448
England,,2020-05-26,7305
England,,2020-05-27,6836
England,,2020-05-28,6528
England,,2020-05-29,6250
England,,2020-05-30,5972
England,,2020-05-31,5933
England,,2020-06-01,5954
England,,2020-06-02,5827
England,,2020-06-03,5600
England,,2020-06-04,5398
England,,2020-06-05,5213
England,,2020-06-06,5004
England,,2020-06-07,4820
England,,2020-06-08,4830
England,,2020-06-09,4665
England,,2020-06-10,4447
England,,2020-06-11,4179
England,,2020-06-12,4136
England,,2020-06-13,4000
England,,2020-06-14,3973
England,,2020-06-15,3920
England,,2020-06-16,3934
England,,2020-06-17,3826
England,,2020-06-18,3681
England,,2020-06-19,3575
England,,2020-06-20,3423
England,,2020-06-21,3373
England,,2020-06-22,3417
England,,2020-06-23,3288
England,,2020-06-24,3223
England,,2020-06-25,3066
England,,2020-06-26,2859
England,,2020-06-27,2819
England,,2020-06-28,2818
England,,2020-06-29,3024
England,,2020-06-30,2665
England,,2020-07-01,2509
England,,2020-07-02,2410
England,,2020-07-03,2294
England,,2020-07-04,2152
England,,2020-07-05,2100
England,,2020-07-06,2099
England,,2020-07-07,2010
England,,2020-07-08,1888
England,,2020-07-09,1801
England,,2020-07-10,1746
England,,2020-07-11,1640
England,,2020-07-12,1611
England,,2020-07-13,1612
England,,2020-07-14,1506
England,,2020-07-15,1489
England,,2020-07-16,1348
England,,2020-07-17,1346
England,,2020-07-18,1321
England,,2020-07-19,1301
England,,2020-07-20,1278
England,,2020-07-21,1188
England,,2020-07-22,1305
England,,2020-07-23,1095
England,,2020-07-24,1018
England,,2020-07-25,977
England,,2020-07-26,965
England,,2020-07-27,945
England,,2020-07-28,944
England,,2020-07-29,927
England,,2020-07-30,898
England,,2020-07-31,870
England,,2020-08-01,879
England,,2020-08-02,847
England,,2020-08-03,842
England,,2020-08-04,807
England,,2020-08-05,805
England,,2020-08-06,756
England,,2020-08-07,711
England,,2020-08-08,650
England,,2020-08-09,611
England,,2020-08-10,714
England,,2020-08-11,672
England,,2020-08-12,642
England,,2020-08-13,652
England,,2020-08-14,642
England,,2020-08-15,630
England,,2020-08-16,634
England,,2020-08-17,626
England,,2020-08-18,597
England,,2020-08-19,571
England,,2020-08-20,551
England,,2020-08-21,528
England,,2020-08-22,594
England,,2020-08-23,522
England,,2020-08-24,522
England,,2020-08-25,500
England,,2020-08-26,485
England,,2020-08-27,492
England,,2020-08-28,469
England,,2020-08-29,478
England,,2020-08-30,479
England,,2020-08-31,495
England,,2020-09-01,496
England,,2020-09-02,451
England,,2020-09-03,468
England,,2020-09-04,474
England,,2020-09-05,471
England,,2020-09-06,483
England,,2020-09-07,555
England,,2020-09-08,535
England,,2020-09-09,557
England,,2020-09-10,572
England,,2020-09-11,622
England,,2020-09-12,663
England,,2020-09-13,691
England,,2020-09-14,812
England,,2020-09-15,891
England,,2020-09-16,929
England,,2020-09-17,984
England,,2020-09-18,1020
England,,2020-09-19,1081
England,,2020-09-20,1174
England,,2020-09-21,1299
England,,2020-09-22,1378
England,,2020-09-23,1439
England,,2020-09-24,1546
England,,2020-09-25,1686
England,,2020-09-26,1689
England,,2020-09-27,1793
England,,2020-09-28,1955
England,,2020-09-29,1954
England,,2020-09-30,2036
England,,2020-10-01,2069
England,,2020-10-02,2180
England,,2020-10-03,2290
England,,2020-10-04,2435
England,,2020-10-05,2705
England,,2020-10-06,2903
England,,2020-10-07,3066
England,,2020-10-08,3179
England,,2020-10-09,3238
England,,2020-10-10,3369
England,,2020-10-11,3604
England,,2020-10-12,3827
England,,2020-10-13,4105
England,,2020-10-14,4313
England,,2020-10-15,4569
England,,2020-10-16,4854
England,,2020-10-17,5029
England,,2020-10-18,5202
England,,2020-10-19,5644
England,,2020-10-20,6072
England,,2020-10-21,6271
England,,2020-10-22,6345
England,,2020-10-23,6842
England,,2020-10-24,7176
England,,2020-10-25,7612
England,,2020-10-26,7856
England,,2020-10-27,8595
England,,2020-10-28,9070
England,,2020-10-29,9127
England,,2020-10-30,9295
England,,2020-10-31,9782
England,,2020-11-01,9623
England,,2020-11-02,10397
England,,2020-11-03,10971
England,,2020-11-04,11037
England,,2020-11-05,10994
England,,2020-11-06,11181
England,,2020-11-07,11514
England,,2020-11-08,11680
England,,2020-11-09,12259
England,,2020-11-10,12033
England,,2020-11-11,12730
England,,2020-11-12,12967
England,,2020-11-13,13328
England,,2020-11-14,13399
England,,2020-11-15,13886
England,,2020-11-16,14313
England,,2020-11-17,14411
England,,2020-11-18,14490
England,,2020-11-19,14479
England,,2020-11-20,14236
England,,2020-11-21,14118
England,,2020-11-22,14354
England,,2020-11-23,14712
England,,2020-11-24,14506
England,,2020-11-25,14240
England,,2020-11-26,13908
England,,2020-11-27,13754
England,,2020-11-28,13208
England,,2020-11-29,13521
England,,2020-11-30,13756
England,,2020-12-01,13507
England,,2020-12-02,13212
England,,2020-12-03,12896
England,,2020-12-04,12987
England,,2020-12-05,12968
England,,2020-12-06,13189
England,,2020-12-07,13616
England,,2020-12-08,13629
England,,2020-12-09,13467
England,,2020-12-10,13796
England,,2020-12-11,13901
England,,2020-12-12,13927
England,,2020-12-13,14460
England,,2020-12-14,15053
England,,2020-12-15,15031
England,,2020-12-16,15465
England,,2020-12-17,15741
England,,2020-12-18,15866
England,,2020-12-19,16183
England,,2020-12-20,16633
England,,2020-12-21,17709
England,,2020-12-22,18063
England,,2020-12-23,17834
England,,2020-12-24,18227
England,,2020-12-25,17701
England,,2020-12-26,18350
England,,2020-12-27,19277
England,,2020-12-28,20426
England,,2020-12-29,21787
England,,2020-12-30,22713
England,,2020-12-31,22728
England,,2021-01-01,22534
England,,2021-01-02,23557
England,,2021-01-03,24957
England,,2021-01-04,26626
England,,2021-01-05,26467
England,,2021-01-06,27727
England,,2021-01-07,28246
England,,2021-01-08,29346
England,,2021-01-09,29462
England,,2021-01-10,30758
England,,2021-01-11,32070
England,,2021-01-12,32202
England,,2021-01-13,32689
England,,2021-01-14,32925
England,,2021-01-15,33362
England,,2021-01-16,32923
England,,2021-01-17,33352
England,,2021-01-18,34336
England,,2021-01-19,34015
England,,2021-01-20,33886
England,,2021-01-21,33235
England,,2021-01-22,33412
England,,2021-01-23,32614
England,,2021-01-24,32907
England,,2021-01-25,32938
England,,2021-01-26,32337
England,,2021-01-27,30846
England,,2021-01-28,30333
England,,2021-01-29,29359
England,,2021-01-30,28571
England,,2021-01-31,28112
England,,2021-02-01,28539
England,,2021-02-02,27397
England,,2021-02-03,26374
England,,2021-02-04,25334
England,,2021-02-05,24402
England,,2021-02-06,23042
England,,2021-02-07,22991
England,,2021-02-08,23020
England,,2021-02-09,22067
England,,2021-02-10,20926
England,,2021-02-11,19983
England,,2021-02-12,19009
England,,2021-02-13,17694
England,,2021-02-14,17787
England,,2021-02-15,17730
England,,2021-02-16,17093
England,,2021-02-17,16458
England,,2021-02-18,15633
England,,2021-02-19,15018
England,,2021-02-20,14316
England,,2021-02-21,14142
England,,2021-02-22,14137
England,,2021-02-23,13511
England,,2021-02-24,13007
England,,2021-02-25,12449
England,,2021-02-26,11781
England,,2021-02-27,11090
England,,2021-02-28,10663
England,,2021-03-01,10765
England,,2021-03-02,10121
England,,2021-03-03,9594
England,,2021-03-04,9092
England,,2021-03-05,8594
England,,2021-03-06,8021
England,,2021-03-07,7812
England,,2021-03-08,7847
England,,2021-03-09,7451
England,,2021-03-10,6975
England,,2021-03-11,6687
England,,2021-03-12,6391
England,,2021-03-13,6072
England,,2021-03-14,6039
England,,2021-03-15,5976
England,,2021-03-16,5664
England,,2021-03-17,5397
England,,2021-03-18,5083
England,,2021-03-19,4841
England,,2021-03-20,4589
England,,2021-03-21,4492
England,,2021-03-22,4501
England,,2021-03-23,4245
England,,2021-03-24,4005
England,,2021-03-25,3763
England,,2021-03-26,3712
England,,2021-03-27,3676
England,,2021-03-28,3438
England,,2021-03-29,3466
England,,2021-03-30,3283
England,,2021-03-31,3084
England,,2021-04-01,2928
England,,2021-04-02,2784
England,,2021-04-03,2677
England,,2021-04-04,2672
England,,2021-04-05,2680
England,,2021-04-06,2588
England,,2021-04-07,2486
England,,2021-04-08,2382
England,,2021-04-09,2321
England,,2021-04-10,2190
England,,2021-04-11,2096
England,,2021-04-12,2108
England,,2021-04-13,2057
England,,2021-04-14,1972
England,,2021-04-15,1885
England,,2021-04-16,1844
England,,2021-04-17,1735
England,,2021-04-18,1691
England,,2021-04-19,1732
England,,2021-04-20,1649
England,,2021-04-21,1609
England,,2021-04-22,1523
England,,2021-04-23,1478
England,,2021-04-24,1401
England,,2021-04-25,1377
England,,2021-04-26,1393
England,,2021-04-27,1310
England,,2021-04-28,1278
England,,2021-04-29,1235
England,,2021-04-30,1161
England,,2021-05-01,1071
England,,2021-05-02,1082
England,,2021-05-03,1096
England,,2021-05-04,1093
England,,2021-05-05,1032
England,,2021-05-06,976
England,,2021-05-07,973
England,,2021-05-08,948
England,,2021-05-09,933
England,,2021-05-10,944
England,,2021-05-11,921
England,,2021-05-12,907
England,,2021-05-13,845
England,,2021-05-14,818
England,,2021-05-15,810
England,,2021-05-16,801
England,,2021-05-17,798
England,,2021-05-18,749
England,,2021-05-19,757
England,,2021-05-20,749
England,,2021-05-21,766
England,,2021-05-22,730
England,,2021-05-23,756
England,,2021-05-24,797
England,,2021-05-25,765
England,,2021-05-26,745
England,,2021-05-27,742
England,,2021-05-28,743
England,,2021-05-29,748
England,,2021-05-30,755
England,,2021-05-31,773
England,,2021-06-01,776
England,,2021-06-02,801
England,,2021-06-03,779
England,,2021-06-04,805
England,,2021-06-05,782
England,,2021-06-06,807
England,,2021-06-07,860
England,,2021-06-08,879
England,,2021-06-09,876
England,,2021-06-10,906
England,,2021-06-11,884
England,,2021-06-12,915
England,,2021-06-13,947
England,,2021-06-14,993
England,,2021-06-15,1030
England,,2021-06-16,1057
England,,2021-06-17,1122
England,,2021-06-18,1170
England,,2021-06-19,1143
England,,2021-06-20,1168
England,,2021-06-21,1290
England,,2021-06-22,1301
England,,2021-06-23,1255
England,,2021-06-24,1274
England,,2021-06-25,1284
England,,2021-06-26,1276
England,,2021-06-27,1331
England,,2021-06-28,1465
England,,2021-06-29,1445
England,,2021-06-30,1500
England,,2021-07-01,1560
England,,2021-07-02,1611
England,,2021-07-03,1636
England,,2021-07-04,1744
England,,2021-07-05,1888
England,,2021-07-06,1998
England,,2021-07-07,2144
England,,2021-07-08,2209
England,,2021-07-09,2352
England,,2021-07-10,2429
England,,2021-07-11,2564
England,,2021-07-12,2798
England,,2021-07-13,2970
England,,2021-07-14,3110
England,,2021-07-15,3241
England,,2021-07-16,3367
England,,2021-07-17,3442
England,,2021-07-18,3546
England,,2021-07-19,3813
England,,2021-07-20,3894
England,,2021-07-21,4063
England,,2021-07-22,4230
England,,2021-07-23,4401
England,,2021-07-24,4476
England,,2021-07-25,4725
England,,2021-07-26,5055
England,,2021-07-27,5163
England,,2021-07-28,5182
England,,2021-07-29,5056
England,,2021-07-30,5111
England,,2021-07-31,5057
England,,2021-08-01,5090
England,,2021-08-02,5309
England,,2021-08-03,5116
England,,2021-08-04,4944
England,,2021-08-05,4894
England,,2021-08-06,4879
England,,2021-08-07,4817
England,,2021-08-08,4939
England,,2021-08-09,5098
England,,2021-08-10,5096
England,,2021-08-11,5073
England,,2021-08-12,5029
England,,2021-08-13,5076
England,,2021-08-14,4973
England,,2021-08-15,5115
England,,2021-08-16,5429
England,,2021-08-17,5437
England,,2021-08-18,5514
England,,2021-08-19,5554
England,,2021-08-20,5576
England,,2021-08-21,5575
England,,2021-08-22,5749
England,,2021-08-23,6000
England,,2021-08-24,5911
England,,2021-08-25,5922
England,,2021-08-26,5893
England,,2021-08-27,5889
England,,2021-08-28,5756
England,,2021-08-29,5855
England,,2021-08-30,6002
England,,2021-08-31,6293
England,,2021-09-01,6236
England,,2021-09-02,6186
England,,2021-09-03,6195
England,,2021-09-04,6043
England,,2021-09-05,6167
England,,2021-09-06,6375
England,,2021-09-07,6244
England,,2021-09-08,6302
England,,2021-09-09,6254
England,,2021-09-10,6400
England,,2021-09-11,6206
England,,2021-09-12,6253
England,,2021-09-13,6424
England,,2021-09-14,6344
England,,2021-09-15,6306
England,,2021-09-16,6081
England,,2021-09-17,5910
England,,2021-09-18,5688
England,,2021-09-19,5695
England,,2021-09-20,5727
England,,2021-09-21,5543
England,,2021-09-22,5406
England,,2021-09-23,5214
England,,2021-09-24,5036
England,,2021-09-25,5100
England,,2021-09-26,4949
England,,2021-09-27,5121
England,,2021-09-28,5126
England,,2021-09-29,5017
England,,2021-09-30,4916
England,,2021-10-01,4799
England,,2021-10-02,4652
England,,2021-10-03,4778
England,,2021-10-04,4909
England,,2021-10-05,5006
England,,2021-10-06,5009
England,,2021-10-07,4962
England,,2021-10-08,4975
England,,2021-10-09,4921
England,,2021-10-10,5077
England,,2021-10-11,5206
England,,2021-10-12,5213
England,,2021-10-13,5246
England,,2021-10-14,5289
England,,2021-10-15,5363
England,,2021-10-16,5385
England,,2021-10-17,5623
England,,2021-10-18,5938
England,,2021-10-19,6099
England,,2021-10-20,6299
England,,2021-10-21,6366
England,,2021-10-22,6405
England,,2021-10-23,6386
England,,2021-10-24,6515
England,,2021-10-25,6801
England,,2021-10-26,6883
England,,2021-10-27,6951
England,,2021-10-28,7019
England,,2021-10-29,7113
England,,2021-10-30,7155
England,,2021-10-31,7311
England,,2021-11-01,7535
England,,2021-11-02,7510
England,,2021-11-03,7291
England,,2021-11-04,7201
England,,2021-11-05,7072
England,,2021-11-06,6874
England,,2021-11-07,6910
England,,2021-11-08,7075
England,,2021-11-09,7053
England,,2021-11-10,6961
England,,2021-11-11,6861
England,,2021-11-12,6777
England,,2021-11-13,6639
England,,2021-11-14,6707
England,,2021-11-15,6864
England,,2021-11-16,6623
England,,2021-11-17,6412
England,,2021-11-18,6336
England,,2021-11-19,6310
England,,2021-11-20,6191
England,,2021-11-21,6322
England,,2021-11-22,6424
England,,2021-11-23,6257
England,,2021-11-24,6062
England,,2021-11-25,6068
Northern Ireland,,2020-03-12,28
Northern Ireland,,2020-03-13,29
Northern Ireland,,2020-03-14,31
Northern Ireland,,2020-03-15,31
Northern Ireland,,2020-03-16,35
Northern Ireland,,2020-03-17,37
Northern Ireland,,2020-03-18,43
Northern Ireland,,2020-03-19,44
Northern Ireland,,2020-03-20,56
Northern Ireland,,2020-03-21,70
Northern Ireland,,2020-03-22,77
Northern Ireland,,2020-03-23,87
Northern Ireland,,2020-03-24,94
Northern Ireland,,2020-03-25,116
Northern Ireland,,2020-03-26,140
Northern Ireland,,2020-03-27,158
Northern Ireland,,2020-03-28,188
Northern Ireland,,2020-03-29,207
Northern Ireland,,2020-03-30,227
Northern Ireland,,2020-03-31,252
Northern Ireland,,2020-04-01,280
Northern Ireland,,2020-04-02,305
Northern Ireland,,2020-04-03,306
Northern Ireland,,2020-04-04,330
Northern Ireland,,2020-04-05,330
Northern Ireland,,2020-04-06,346
Northern Ireland,,2020-04-07,354
Northern Ireland,,2020-04-08,357
Northern Ireland,,2020-04-09,347
Northern Ireland,,2020-04-10,317
Northern Ireland,,2020-04-11,318
Northern Ireland,,2020-04-12,316
Northern Ireland,,2020-04-13,308
Northern Ireland,,2020-04-14,296
Northern Ireland,,2020-04-15,278
Northern Ireland,,2020-04-16,283
Northern Ireland,,2020-04-17,290
Northern Ireland,,2020-04-18,287
Northern Ireland,,2020-04-19,298
Northern Ireland,,2020-04-20,304
Northern Ireland,,2020-04-21,312
Northern Ireland,,2020-04-22,310
Northern Ireland,,2020-04-23,301
Northern Ireland,,2020-04-24,295
Northern Ireland,,2020-04-25,298
Northern Ireland,,2020-04-26,289
Northern Ireland,,2020-04-27,286
Northern Ireland,,2020-04-28,277
Northern Ireland,,2020-04-29,270
Northern Ireland,,2020-04-30,275
Northern Ireland,,2020-05-01,269
Northern Ireland,,2020-05-02,268
Northern Ireland,,2020-05-03,264
Northern Ireland,,2020-05-04,260
Northern Ireland,,2020-05-05,243
Northern Ireland,,2020-05-06,239
Northern Ireland,,2020-05-07,231
Northern Ireland,,2020-05-08,220
Northern Ireland,,2020-05-09,232
Northern Ireland,,2020-05-10,241
Northern Ireland,,2020-05-11,248
Northern Ireland,,2020-05-12,244
Northern Ireland,,2020-05-13,245
Northern Ireland,,2020-05-14,226
Northern Ireland,,2020-05-15,210
Northern Ireland,,2020-05-16,206
Northern Ireland,,2020-05-17,208
Northern Ireland,,2020-05-18,202
Northern Ireland,,2020-05-19,197
Northern Ireland,,2020-05-20,181
Northern Ireland,,2020-05-21,172
Northern Ireland,,2020-05-22,164
Northern Ireland,,2020-05-23,162
Northern Ireland,,2020-05-24,161
Northern Ireland,,2020-05-25,159
Northern Ireland,,2020-05-26,158
Northern Ireland,,2020-05-27,149
Northern Ireland,,2020-05-28,144
Northern Ireland,,2020-05-29,136
Northern Ireland,,2020-05-30,137
Northern Ireland,,2020-05-31,139
Northern Ireland,,2020-06-01,127
Northern Ireland,,2020-06-02,119
Northern Ireland,,2020-06-03,108
Northern Ireland,,2020-06-04,96
Northern Ireland,,2020-06-05,92
Northern Ireland,,2020-06-06,89
Northern Ireland,,2020-06-07,89
Northern Ireland,,2020-06-08,89
Northern Ireland,,2020-06-09,83
Northern Ireland,,2020-06-10,81
Northern Ireland,,2020-06-11,75
Northern Ireland,,2020-06-12,70
Northern Ireland,,2020-06-13,68
Northern Ireland,,2020-06-14,67
Northern Ireland,,2020-06-15,66
Northern Ireland,,2020-06-16,59
Northern Ireland,,2020-06-17,53
Northern Ireland,,2020-06-18,50
Northern Ireland,,2020-06-19,45
Northern Ireland,,2020-06-20,47
Northern Ireland,,2020-06-21,51
Northern Ireland,,2020-06-22,52
Northern Ireland,,2020-06-23,53
Northern Ireland,,2020-06-24,48
Northern Ireland,,2020-06-25,47
Northern Ireland,,2020-06-26,40
Northern Ireland,,2020-06-27,37
Northern Ireland,,2020-06-28,40
Northern Ireland,,2020-06-29,36
Northern Ireland,,2020-06-30,34
Northern Ireland,,2020-07-01,32
Northern Ireland,,2020-07-02,31
Northern Ireland,,2020-07-03,28
Northern Ireland,,2020-07-04,30
Northern Ireland,,2020-07-05,30
Northern Ireland,,2020-07-06,30
Northern Ireland,,2020-07-07,31
Northern Ireland,,2020-07-08,31
Northern Ireland,,2020-07-09,30
Northern Ireland,,2020-07-10,28
Northern Ireland,,2020-07-11,29
Northern Ireland,,2020-07-12,27
Northern Ireland,,2020-07-13,26
Northern Ireland,,2020-07-14,24
Northern Ireland,,2020-07-15,25
Northern Ireland,,2020-07-16,25
Northern Ireland,,2020-07-17,23
Northern Ireland,,2020-07-18,25
Northern Ireland,,2020-07-19,26
Northern Ireland,,2020-07-20,27
Northern Ireland,,2020-07-21,25
Northern Ireland,,2020-07-22,24
Northern Ireland,,2020-07-23,24
Northern Ireland,,2020-07-24,25
Northern Ireland,,2020-07-25,25
Northern Ireland,,2020-07-26,24
Northern Ireland,,2020-07-27,25
Northern Ireland,,2020-07-28,25
Northern Ireland,,2020-07-29,26
Northern Ireland,,2020-07-30,24
Northern Ireland,,2020-07-31,25
Northern Ireland,,2020-08-01,27
Northern Ireland,,2020-08-02,26
Northern Ireland,,2020-08-03,25
Northern Ireland,,2020-08-04,24
Northern Ireland,,2020-08-05,23
Northern Ireland,,2020-08-06,26
Northern Ireland,,2020-08-07,25
Northern Ireland,,2020-08-08,28
Northern Ireland,,2020-08-09,29
Northern Ireland,,2020-08-10,28
Northern Ireland,,2020-08-11,29
Northern Ireland,,2020-08-12,28
Northern Ireland,,2020-08-13,30
Northern Ireland,,2020-08-14,30
Northern Ireland,,2020-08-15,31
Northern Ireland,,2020-08-16,31
Northern Ireland,,2020-08-17,37
Northern Ireland,,2020-08-18,41
Northern Ireland,,2020-08-19,46
Northern Ireland,,2020-08-20,51
Northern Ireland,,2020-08-21,52
Northern Ireland,,2020-08-22,51
Northern Ireland,,2020-08-23,52
Northern Ireland,,2020-08-24,56
Northern Ireland,,2020-08-25,53
Northern Ireland,,2020-08-26,47
Northern Ireland,,2020-08-27,50
Northern Ireland,,2020-08-28,53
Northern Ireland,,2020-08-29,55
Northern Ireland,,2020-08-30,54
Northern Ireland,,2020-08-31,59
Northern Ireland,,2020-09-01,58
Northern Ireland,,2020-09-02,52
Northern Ireland,,2020-09-03,52
Northern Ireland,,2020-09-04,51
Northern Ireland,,2020-09-05,51
Northern Ireland,,2020-09-06,54
Northern Ireland,,2020-09-07,53
Northern Ireland,,2020-09-08,57
Northern Ireland,,2020-09-09,56
Northern Ireland,,2020-09-10,58
Northern Ireland,,2020-09-11,61
Northern Ireland,,2020-09-12,65
Northern Ireland,,2020-09-13,71
Northern Ireland,,2020-09-14,74
Northern Ireland,,2020-09-15,74
Northern Ireland,,2020-09-16,72
Northern Ireland,,2020-09-17,71
Northern Ireland,,2020-09-18,72
Northern Ireland,,2020-09-19,73
Northern Ireland,,2020-09-20,79
Northern Ireland,,2020-09-21,87
Northern Ireland,,2020-09-22,92
Northern Ireland,,2020-09-23,97
Northern Ireland,,2020-09-24,100
Northern Ireland,,2020-09-25,100
Northern Ireland,,2020-09-26,109
Northern Ireland,,2020-09-27,118
Northern Ireland,,2020-09-28,134
Northern Ireland,,2020-09-29,138
Northern Ireland,,2020-09-30,146
Northern Ireland,,2020-10-01,155
Northern Ireland,,2020-10-02,150
Northern Ireland,,2020-10-03,166
Northern Ireland,,2020-10-04,181
Northern Ireland,,2020-10-05,198
Northern Ireland,,2020-10-06,216
Northern Ireland,,2020-10-07,231
Northern Ireland,,2020-10-08,245
Northern Ireland,,2020-10-09,244
Northern Ireland,,2020-10-10,265
Northern Ireland,,2020-10-11,290
Northern Ireland,,2020-10-12,297
Northern Ireland,,2020-10-13,316
Northern Ireland,,2020-10-14,331
Northern Ireland,,2020-10-15,349
Northern Ireland,,2020-10-16,373
Northern Ireland,,2020-10-17,407
Northern Ireland,,2020-10-18,433
Northern Ireland,,2020-10-19,444
Northern Ireland,,2020-10-20,464
Northern Ireland,,2020-10-21,464
Northern Ireland,,2020-10-22,482
Northern Ireland,,2020-10-23,498
Northern Ireland,,2020-10-24,526
Northern Ireland,,2020-10-25,546
Northern Ireland,,2020-10-26,546
Northern Ireland,,2020-10-27,558
Northern Ireland,,2020-10-28,552
Northern Ireland,,2020-10-29,565
Northern Ireland,,2020-10-30,560
Northern Ireland,,2020-10-31,580
Northern Ireland,,2020-11-01,595
Northern Ireland,,2020-11-02,607
Northern Ireland,,2020-11-03,614
Northern Ireland,,2020-11-04,609
Northern Ireland,,2020-11-05,604
Northern Ireland,,2020-11-06,595
Northern Ireland,,2020-11-07,602
Northern Ireland,,2020-11-08,629
Northern Ireland,,2020-11-09,625
Northern Ireland,,2020-11-10,648
Northern Ireland,,2020-11-11,647
Northern Ireland,,2020-11-12,639
Northern Ireland,,2020-11-13,620
Northern Ireland,,2020-11-14,622
Northern Ireland,,2020-11-15,633
Northern Ireland,,2020-11-16,646
Northern Ireland,,2020-11-17,635
Northern Ireland,,2020-11-18,634
Northern Ireland,,2020-11-19,628
Northern Ireland,,2020-11-20,614
Northern Ireland,,2020-11-21,626
Northern Ireland,,2020-11-22,635
Northern Ireland,,2020-11-23,610
Northern Ireland,,2020-11-24,607
Northern Ireland,,2020-11-25,608
Northern Ireland,,2020-11-26,595
Northern Ireland,,2020-11-27,589
Northern Ireland,,2020-11-28,597
Northern Ireland,,2020-11-29,618
Northern Ireland,,2020-11-30,617
Northern Ireland,,2020-12-01,613
Northern Ireland,,2020-12-02,594
Northern Ireland,,2020-12-03,593
Northern Ireland,,2020-12-04,600
Northern Ireland,,2020-12-05,608
Northern Ireland,,2020-12-06,621
Northern Ireland,,2020-12-07,617
Northern Ireland,,2020-12-08,634
Northern Ireland,,2020-12-09,612
Northern Ireland,,2020-12-10,615
Northern Ireland,,2020-12-11,600
Northern Ireland,,2020-12-12,618
Northern Ireland,,2020-12-13,638
Northern Ireland,,2020-12-14,652
Northern Ireland,,2020-12-15,664
Northern Ireland,,2020-12-16,662
Northern Ireland,,2020-12-17,644
Northern Ireland,,2020-12-18,634
Northern Ireland,,2020-12-19,642
Northern Ireland,,2020-12-20,658
Northern Ireland,,2020-12-21,663
Northern Ireland,,2020-12-22,653
Northern Ireland,,2020-12-23,643
Northern Ireland,,2020-12-24,630
Northern Ireland,,2020-12-25,647
Northern Ireland,,2020-12-26,679
Northern Ireland,,2020-12-27,712
Northern Ireland,,2020-12-28,740
Northern Ireland,,2020-12-29,778
Northern Ireland,,2020-12-30,804
Northern Ireland,,2020-12-31,796
Northern Ireland,,2021-01-01,828
Northern Ireland,,2021-01-02,855
Northern Ireland,,2021-01-03,893
Northern Ireland,,2021-01-04,901
Northern Ireland,,2021-01-05,908
Northern Ireland,,2021-01-06,921
Northern Ireland,,2021-01-07,930
Northern Ireland,,2021-01-08,966
Northern Ireland,,2021-01-09,999
Northern Ireland,,2021-01-10,1052
Northern Ireland,,2021-01-11,1047
Northern Ireland,,2021-01-12,1053
Northern Ireland,,2021-01-13,1055
Northern Ireland,,2021-01-14,1045
Northern Ireland,,2021-01-15,1017
Northern Ireland,,2021-01-16,1039
Northern Ireland,,2021-01-17,1046
Northern Ireland,,2021-01-18,1028
Northern Ireland,,2021-01-19,1002
Northern Ireland,,2021-01-20,983
Northern Ireland,,2021-01-21,988
Northern Ireland,,2021-01-22,969
Northern Ireland,,2021-01-23,974
Northern Ireland,,2021-01-24,997
Northern Ireland,,2021-01-25,970
Northern Ireland,,2021-01-26,945
Northern Ireland,,2021-01-27,906
Northern Ireland,,2021-01-28,871
Northern Ireland,,2021-01-29,844
Northern Ireland,,2021-01-30,849
Northern Ireland,,2021-01-31,855
Northern Ireland,,2021-02-01,825
Northern Ireland,,2021-02-02,797
Northern Ireland,,2021-02-03,767
Northern Ireland,,2021-02-04,723
Northern Ireland,,2021-02-05,680
Northern Ireland,,2021-02-06,673
Northern Ireland,,2021-02-07,675
Northern Ireland,,2021-02-08,639
Northern Ireland,,2021-02-09,612
Northern Ireland,,2021-02-10,583
